,polarity_peak,Lipid.class,Lipid.species,fragmentation,adduct,other.mode,MZ.target,RT.data,init_peak,polarity,schiz_peak,healthy_predicted,rt_error,ppm_error,schiz_peak_WO_,corr_all,corr_HC,polarity_schiz_peak
0,posFT21454,DG,DG 34:1,DG(16:0_18:1). DG(16:1_18:0),M+NH4,negFT09400,612.5578486,9.833337402,FT21454,pos,FT24227,FT21454,0.0102228206941408,0.330945822508577,FT24227,0.5340973939725769,0.977170027901443,posFT24227
1,posFT22500,DG,DG 35:1,DG(17:1_18:0),M+NH4,negFT09832,626.5737607,10.59275818,FT22500,pos,FT25123,FT22500,0.0142860567389053,0.299755411381664,FT25123,0.6898567042008306,0.8751098558667837,posFT25123
2,posFT23044,DG,DG 36:4,DG(16:0_20:4),M+NH4,negFT10106,634.5423469,8.601460775,FT23044,pos,FT25655,FT23044,0.0145466963596998,-0.4459683899408145,FT25655,0.5884683747405809,0.9737250798699694,posFT25655
3,posFT23164,DG,DG 36:3,DG(16:0_20:3). DG(18:1_18:2),M+NH4,negFT10169,636.5575853,9.128818766,FT23164,pos,FT25793,FT23164,0.0132584424821953,-0.1569608416568846,FT25793,0.4323435958016167,0.979049412904328,posFT25793
4,posFT23296,DG,DG 36:2,DG(18:0_18:2). DG(18:1_18:1),M+NH4,negFT10242,638.5739392,10.12287547,FT23296,pos,FT25962,FT23296,0.0046836125041593,0.1195837997921775,FT25962,0.511568207315459,0.9768469093440848,posFT25962
5,posFT23406,DG,DG 36:1,DG(18:0_18:1),M+NH4,negFT10321,640.5898167,11.40074361,FT23406,pos,FT26104,FT23406,0.0180974614500879,0.2741754623752373,FT26104,0.5937878687033137,0.9442920114067452,posFT26104
6,posFT24809,DG,DG 38:4,DG(18:0_20:4),M+NH4,negFT11106,662.5737666,9.974319458,FT24809,pos,FT27598,FT24809,0.0113144428461193,-0.3533334234609758,FT27598,0.6454373643679405,0.960613934850169,posFT27598
7,posFT25059,DG,DG 38:2,DG(18:1_20:1),M+NH4,negFT11264,666.605811,11.58090312,FT25059,pos,FT27854,FT25059,0.0114544552825659,-0.0019026956823298,FT27854,0.6649499812205417,0.8875204820936837,posFT27854
8,posFT26655,DG,DG 40:4,DG(18:0_22:4),M+NH4,negFT12160,690.6062064,11.05812683,FT26655,pos,FT29461,FT26655,0.014909383598411,-0.1849891995260941,FT29461,0.6505931093795371,0.9749130693055428,posFT29461
9,posFT26925,DG,DG 40:2,DG(18:1_22:1),M+NH4,negFT12327,694.6373094,13.17234497,FT26925,pos,FT29773,FT26925,0.0072228980792612,-0.3075667421854169,FT29773,0.7773171955119702,0.9104828086929478,posFT29773
10,posFT27375,SM,SM d34:2,SM(d34:2),M+H,negFT13338,701.5629147,5.596826681,FT27375,pos,FT30191,FT27375,0.0055337405081559,0.439228388342665,FT30191,0.427529145833015,0.8470457918625444,posFT30191
11,posFT28338,SM,SM d35:1,SM(d35:1),M+H,negFT13932,717.5923092,6.548968506,FT28338,pos,FT31217,FT28338,0.0029392434833086,0.2010695127037991,FT31217,0.3180407460627559,0.909431784525434,posFT31217
12,posFT29055,SM,SM d36:2,SM(d36:2),M+H,negFT14367,729.5936425,6.307177734,FT29055,pos,FT31997,FT29055,0.0016748485258046,0.1935193881442575,FT31997,0.5837085599545642,0.8236326626933638,posFT31997
13,posFT29177,SM,SM d36:1,SM(d36:1),M+H,negFT14476,731.6083335,6.976206462,FT29177,pos,FT32121,FT29177,-0.0054297900533075,-1.0722496449255403,FT32121,0.4769593205615099,0.9659282642775272,posFT32121
14,posFT24819,Cer,Cer m44:1,Cer(m20:0/24:1),M+H,negFT11759,662.6830326,14.14666951,FT24819,pos,FT27610,FT24819,5.6102826263781935e-05,-0.8017108222995287,FT27610,0.6635424725155674,0.9005647406961532,posFT27610
15,posFT23865,Cer,Cer d42:2,Cer(d18:1/24:1) ,M+H,negFT11219,648.6313842,11.47877502,FT23865,pos,FT26687,FT23865,0.0066748784872388,0.2864190998112207,FT26687,0.823232552884713,0.990748927337312,posFT26687
16,posFT24815,Cer,Cer d43:2,Cer(d18:1/25:1),M+H,negFT11757,662.6475423,12.34425456,FT24815,pos,FT27606,FT24815,0.0074407854798259,1.2784656352348065,FT27606,0.794882002928871,0.9632836413644682,posFT27606
17,posFT33758,HexCer,HexCer d41:2,HexCer(d18:1/23:1). HexCer(d17:1/24:1),M+H,negFT17164,796.6708349,9.253625488,FT33758,pos,FT36719,FT33758,-0.0025207626602554,0.1782197013538002,FT36719,0.5567513036823555,0.7743214770867146,posFT36719
18,posFT33759,HexCer,HexCer d41:2,HexCer(d18:2/23:0),M+H,negFT17165,796.6709822,9.537587484,FT33759,pos,FT36720,FT33759,-0.0169467735434452,-0.5232599669283873,FT36720,0.4644992156025049,0.8508322000905979,posFT36720
19,posFT34814,HexCer,HexCer d42:2,HexCer(d18:1/24:1),M+H,negFT17686,810.6866281,9.931539917,FT34814,pos,FT37747,FT34814,-0.0044869483069138,-0.5125085398089195,FT37747,0.647191458455916,0.7954105652878307,posFT37747
20,posFT28397,DG,DG 42:4,DG(24:4_18:0),M+NH4,negFT13347,718.6386332,12.41089427,FT28397,pos,FT31277,FT28397,0.0207620419222536,0.5670173579301995,FT31277,0.6332199346143651,0.907791104204156,posFT31277
21,posFT25685,SM,SM d32:1,SM(d32:1),M+H,negFT12231,675.5426505,5.480130005,FT25685,pos,FT28434,FT25685,0.0077338262786437,0.5330804112817723,FT28434,0.5406676409600152,0.8607402967004248,posFT28434
22,posFT26590,SM,SM d33:1,SM(d33:1),M+H,negFT12802,689.5625144,5.795720418,FT26590,pos,FT29382,FT26590,0.0025070753977693,0.9966495924211424,FT29382,0.0630827419018135,0.7444641975300006,posFT29382
23,posFT27481,SM,SM d34:1,SM(d34:1),M+H,negFT13418,703.5784274,6.145274353,FT27481,pos,FT30343,FT27481,0.0101868866373004,0.2319527752511056,FT30343,0.3384262376737728,0.9452000683180228,posFT30343
24,posFT27602,SM,SM d34:0,SM(d34:0),M+H,negFT13514,705.5932855,6.381964111,FT27602,pos,FT30467,FT27602,0.0003348222184955,0.1398033482288251,FT30467,0.4062752052217289,0.9689665049124075,posFT30467
25,posFT28244,SM,SM d35:2,SM(d35:2),M+H,negFT13871,715.5786685,5.938542684,FT28244,pos,FT31113,FT28244,-0.0019284912684636,0.2749656114650098,FT31113,0.316953954512253,0.2952692459222852,posFT31113
26,posFT29344,SM,SM d36:0,SM(d36:0),M+H,negFT14587,733.6216904,7.280187988,FT29344,pos,FT32247,FT29344,-0.0102638306776308,-0.8200173489410335,FT32247,0.531180983274268,0.9548938404088668,posFT32247
27,posFT30032,SM,SM d37:2,SM(d37:2),M+H,negFT14936,743.6092098,6.707835897,FT30032,pos,FT32932,FT30032,-0.0033140302787151,-0.6082716928084988,FT32932,0.5710394103050005,0.7855817279280259,posFT32932
28,posFT30149,SM,SM d37:1,SM(d37:1),M+H,negFT15004,745.6225833,7.452904256,FT30149,pos,FT33058,FT30149,-0.0100791878282819,-0.9049066142464058,FT33058,0.5124873343160412,0.9345464485068814,posFT33058
29,posFT31040,SM,SM d38:1,SM(d38:1),M+H,negFT15570,759.6396438,7.977522786,FT31040,pos,FT34018,FT31040,-0.0137617389022981,-1.0927116531256946,FT34018,0.5957037977083391,0.952710098359294,posFT34018
30,posFT32828,SM,SM d40:2,SM(d40:2),M+H,negFT16676,785.6566612,8.1235672,FT32828,pos,FT35916,FT32828,-0.0078895167550072,-1.3521455655461254,FT35916,0.3482302364691851,0.8556642941929516,posFT35916
31,posFT33004,SM,SM d40:1,SM(d40:1),M+H,negFT16774,787.673436,9.344136556,FT33004,pos,FT36043,FT33004,-0.0293963141545585,-0.3438582735698632,FT36043,0.3437650734784583,0.874351908410218,posFT36043
32,posFT33957,SM,SM d41:2,SM(d41:2),M+H,negFT17281,799.673872,8.728049723,FT33957,pos,FT36955,FT33957,-0.0094797191849629,-0.9957175780594588,FT36955,0.4048257652291352,0.8875225918304587,posFT36955
33,posFT34160,SM,SM d41:1,SM(d41:1),M+H,negFT17347,801.6898909,10.09338786,FT34160,pos,FT37104,FT34160,-0.0245222452214477,-1.214600678360112,FT37104,-0.164166683954819,0.6629486563592611,posFT37104
34,posFT35046,SM,SM d42:2,SM(d42:2),M+H,negFT17827,813.6893942,9.362304688,FT35046,pos,FT38000,FT35046,-0.0225745088232844,-0.5553505603562784,FT38000,0.3499524273721063,0.9071493096241212,posFT38000
35,posFT35207,SM,SM d42:1,SM(d42:1),M+H,negFT17940,815.70584,10.89604899,FT35207,pos,FT38152,FT35207,-0.0346184176413491,-0.6116850074264272,FT38152,-0.1611116960697221,0.5992881071613286,posFT38152
36,posFT36035,SM,SM d43:2,SM(d43:2),M+H,negFT18444,827.7057699,10.0812795,FT36035,pos,FT39001,FT36035,-0.0209057478192011,-0.6444331822184074,FT39001,-0.0680642259529804,0.8916269170728186,posFT39001
37,posFT36971,SM,SM d44:2,SM(d44:2),M+H,negFT18995,841.7216508,10.8498113,FT36971,pos,FT40030,FT36971,-0.0296792332868989,-0.2626318078668346,FT40030,-0.305142962359912,0.6823809336937204,posFT40030
38,posFT17441,Cer,Cer d36:1,Cer(d18:1/18:0),M+H,,548.5408739,8.435612996,FT17441,pos,FT20236,FT17441,0.0070185640651168,0.1766003277057851,FT20236,0.3699686432273092,0.9595664166248824,posFT20236
39,posFT18386,Cer,Cer d36:2,Cer(d18:2/18:0),M+H,negFT08529,564.5356983,7.534267426,FT18386,pos,FT21363,FT18386,0.0030802193263159,-0.2291004710877426,FT21363,0.5789668149879116,0.9772249707744104,posFT21363
40,posFT20327,Cer,Cer d38:1,Cer(d18:1/20:0). Cer(d20:1/18:0),M+H,negFT09369,594.5838497,9.750992839,FT20327,pos,FT23223,FT20327,0.0016572156688479,0.4667122401588373,FT23223,0.5436178595602468,0.8960071489622982,posFT23223
41,posFT21089,Cer,Cer m40:1,Cer(m18:1/22:0),M+H,negFT09736,606.6202412,11.64333801,FT21089,pos,FT23889,FT21089,0.0060992608474119,0.6873965494875881,FT23889,0.6899274656661469,0.9431173838525184,posFT23889
42,posFT22056,Cer,Cer d40:2,Cer(d18:1/22:1),M+H,negFT10205,620.5983117,9.941614787,FT22056,pos,FT24759,FT22056,0.013774856310583,1.6210331720139315,FT24759,0.7509101301511482,0.8739519863587429,posFT24759
43,posFT22057,Cer,Cer d40:2,Cer(d18:2/22:0),M+H,negFT10204,620.5982154,10.18655599,FT22057,pos,FT24760,FT22057,-0.0090170955000559,1.2874020288933643,FT24760,0.3972548840108085,0.8138000235305449,posFT24760
44,posFT22065,Cer,Cer m41:1,Cer(m18:1/23:0),M+H,negFT10209,620.6358889,12.54505463,FT22065,pos,FT24764,FT22065,0.0061298876614852,1.09065263451493,FT24764,0.691533218396761,0.9136091604310268,posFT24764
45,posFT22276,Cer,Cer d40:1,Cer(d18:1/22:0),M+H,negFT10284,622.6154972,11.41721903,FT22276,pos,FT24879,FT22276,0.0097358175560895,0.9963428213064136,FT24879,0.3159406345377522,0.8893867882126701,posFT24879
46,posFT23053,Cer,Cer d41:2,Cer(d18:1/23:1),M+H,negFT10706,634.6151363,10.69940999,FT23053,pos,FT25667,FT23053,0.0118779799595518,1.6818602458282013,FT25667,0.7686577647681962,0.8657978386293118,posFT25667
47,posFT23987,Cer,Cer d42:1,Cer(d18:1/24:0),M+H,negFT11307,650.6469849,13.17407481,FT23987,pos,FT26826,FT23987,0.0019825850616026,0.8428528847700574,FT26826,0.6410094557423116,0.823089612060619,posFT26826
48,posFT23988,Cer,Cer d42:1,Cer(d18:0/24:1),M+H,negFT11308,650.646976,11.93522034,FT23988,pos,FT26825,FT23988,0.0128006107370204,0.4409777623378496,FT26825,0.8007221660788729,0.8355245781872164,posFT26825
49,posFT24731,Cer,Cer m44:2,Cer(m18:2/26:0),M+H,negFT11695,660.6681449,13.32986806,FT24731,pos,FT27501,FT24731,0.00972822448011,0.3306285491425117,FT27501,0.687289178312308,0.9037462524545228,posFT27501
50,posFT28868,HexCer,HexCer d36:2,HexCer(d18:2/18:0),M+H,negFT14251,726.5902088,6.633997854,FT28868,pos,FT31823,FT28868,0.0061255722460442,-0.406289126330754,FT31823,0.6613490959503628,0.9245565664027756,posFT31823
51,posFT28987,HexCer,HexCer d36:1,HexCer(d18:1/18:0),M+H,negFT14330,728.6025077,7.373821004,FT28987,pos,FT31943,FT28987,-0.0068267552339582,-1.4998227449324586,FT31943,0.7082746042257562,0.8292626529255005,posFT31943
52,posFT33889,HexCer,HexCer d41:1,HexCer(d18:1/23:0),M+H,negFT17244,798.6871362,10.69097697,FT33889,pos,FT36882,FT33889,-0.0101540745743839,-0.9302210255553656,FT36882,0.5085797105015336,0.6891720313417804,posFT36882
53,posFT34973,HexCer,HexCer d42:1,HexCer(d18:0/24:1),M+H,negFT17786,812.7029946,11.51650391,FT34973,pos,FT37923,FT34973,-0.0147368098265694,-0.6540290546685043,FT37923,0.5776137282903219,0.6554090447878814,posFT37923
54,posFT35873,HexCer,HexCer d43:2,HexCer(d18:1/25:1),M+H,negFT18313,824.70297,10.69136607,FT35873,pos,FT38819,FT35873,0.0011832964531812,-0.3865721736735814,FT38819,0.4014363291010327,0.7646865781072059,posFT38819
55,posFT36762,HexCer,HexCer d44:2,HexCer(d18:1/26:1),M+H,negFT18890,838.7190109,11.50221456,FT36762,pos,FT39835,FT36762,-0.0088938279107999,-0.5714931566050288,FT39835,0.4595696949893366,0.690346019793822,posFT39835
56,posFT36901,HexCer,HexCer t43:2,HexCer(t18:0/25:2),M+H,negFT18957,840.6982524,10.21948649,FT36901,pos,FT39965,FT36901,-0.0007688088629258,-0.8426292300267609,FT39965,0.1815622685108435,0.2347472647255038,posFT39965
57,posFT17562,Cer,Cer m36:1,Cer(m18:1/18:0),M+H,negFT08207,550.5569196,8.599564616,FT17562,pos,FT20380,FT17562,0.0108327015005151,0.2929009453344944,FT20380,0.6117171724990789,0.9715610789481705,posFT20380
58,posFT17680,Cer,Cer d35:1,Cer(d17:1/18:0). minor Cer(d18:1/17:0),M+H,negFT08257,552.5365052,7.859203593,FT17680,pos,FT20543,FT17680,0.0056247787732219,1.6193042781698768,FT20543,0.3615199728128794,0.6375978302458489,posFT20543
59,posFT17683,Cer,Cer m36:0,Cer(m18:0/18:0),M+H,negFT08259,552.5724916,9.684299723,FT17683,pos,FT20550,FT17683,-0.0193044649313502,1.6537297696466031,FT20550,0.4589171907892495,0.5270749080193059,posFT20550
60,posFT18528,Cer,Cer d36:1,Cer(d18:1/18:0),M+H,negFT08590,566.551346,8.435555267,FT18528,pos,FT21462,FT18528,0.0063960882576772,0.0386322741975991,FT21462,0.3767062302670396,0.9540117706284438,posFT21462
61,posFT18662,Cer,Cer d36:0,Cer(d18:0/18:0),M+H,negFT08645,568.5698127,8.769816081,FT18662,pos,FT21600,FT18662,0.0112256808879749,0.7670761703971604,FT21600,0.4447142347956249,0.934865377215224,posFT21600
62,posFT19324,Cer,Cer d38:1,Cer(d18:1/20:0). Cer(d20:1/18:0),M+H,,576.5730359,9.75087382,FT19324,pos,FT22119,FT19324,0.0020014196641611,0.7804444158025639,FT22119,0.5447166308836257,0.923204935246525,posFT22119
63,posFT19484,Cer,Cer m38:1,Cer(m20:1/18:0). Cer(m18:1/20:0),M+H,negFT08923,578.5882544,9.981241862,FT19484,pos,FT22228,FT19484,-0.0049640218005553,0.4674983243223133,FT22228,0.6960968234833491,0.9030052788937104,posFT22228
64,posFT19799,Cer,Cer t36:0,Cer(t18:0/18:0),M+H,negFT09084,584.5623344,7.809979248,FT19799,pos,FT22666,FT19799,-0.0041020688775752,-0.2004359376387524,FT22666,0.7140624211808146,0.5052087794088579,posFT22666
65,posFT20166,Cer,Cer d38:2,Cer(d18:2/20:0),M+H,negFT09316,592.5666719,8.728452555,FT20166,pos,FT23080,FT20166,0.0056073689901356,-0.2738329917256818,FT23080,0.6056220797743951,0.9244341886256467,posFT23080
66,posFT20169,Cer,Cer m39:1,Cer(m18:1/21:0),M+H,negFT09318,592.6039704,10.79946187,FT20169,pos,FT23084,FT20169,0.0018194118206622,2.227865330549501,FT23084,0.7887691041705943,0.7595729162495862,posFT23084
67,posFT21905,Cer,Cer m41:2,Cer(m18:1/23:1),M+H,negFT10146,618.6199463,10.95819092,FT21905,pos,FT24647,FT21905,0.0097377199252779,0.9615848106571744,FT24647,0.748106298700197,0.6165481282703494,posFT24647
68,posFT22912,Cer,Cer m42:2,Cer(m18:1/24:1),M+H,negFT10639,632.6362974,11.7680603,FT22912,pos,FT25534,FT22912,0.0096259276958878,0.0086692227969352,FT25534,0.5498570520355546,0.920629874171195,posFT25534
69,posFT23757,Cer,Cer m43:2,Cer(m18:1/25:1),M+H,negFT11150,646.6520027,12.65326742,FT23757,pos,FT26555,FT23757,0.0103787171366764,0.0679193673804179,FT26555,0.5222369998636386,0.8280028582025577,posFT26555
70,posFT23851,DG,DG 37:4,DG(17:0_20:4),M+NH4,negFT10602,648.5577829,9.262389628,FT23851,pos,FT26677,FT23851,0.0100762336625326,0.5063052775405215,FT26677,0.7190494201035323,0.9415461257118328,posFT26677
71,posFT24715,DG,DG 38:5,DG(18:1_20:4),M+NH4,negFT11037,660.5577866,8.819527181,FT24715,pos,FT27489,FT24715,0.0191810685814068,-1.1605354140052864,FT27489,0.5736185064667062,0.9742805509387952,posFT27489
72,posFT25173,DG,DG 38:1,DG(18:0_20:1). DG(16:0_22:1),M+NH4,negFT11346,668.6215099,12.96518453,FT25173,pos,FT27984,FT25173,0.0161547726099637,-0.2295660886107911,FT27984,0.7618062405773071,0.8828844858240864,posFT27984
73,posFT29931,HexCer,HexCer t36:2,HexCer(d18:2/h18:0),M+H,negFT14906,742.5876634,6.40712382,FT29931,pos,FT32864,FT29931,-0.0086262709085627,2.356180052339016,FT32864,0.6693384433716687,0.3191833272039407,posFT32864
74,posFT30865,HexCer,HexCer d38:1,HexCer(d18:1/20:0),M+H,negFT15454,756.6377854,8.502146403,FT30865,pos,FT33793,FT30865,0.0024000322736874,-1.56229563590022,FT33793,0.4208871647095716,0.4854410498299698,posFT33793
75,posFT32637,HexCer,HexCer d40:2,HexCer(d18:1/22:1),M+H,negFT16537,782.6556096,8.608153788,FT32637,pos,FT35703,FT32637,-0.0011250883429632,-0.2300991859361778,FT35703,0.5938731528931661,0.7664183401101005,posFT35703
76,posFT32638,HexCer,HexCer d40:2,HexCer(d18:2/22:0),M+H,negFT16536,782.6552315,8.844470723,FT32638,pos,FT35704,FT32638,-0.0071515203515808,-0.7058662944707316,FT35704,0.4667482580916869,0.8652238983139342,posFT35704
77,posFT32767,HexCer,HexCer d40:1,HexCer(d18:1/22:0),M+H,negFT16631,784.6700991,9.909807332,FT32767,pos,FT35852,FT32767,-0.0118493963125789,-0.8954501664116279,FT35852,0.6166747340549006,0.7285998276811878,posFT35852
78,posFT33883,HexCer,HexCer t40:2,HexCer(d18:1/h22:1). HexCer(d18:2/h22:0),M+H,negFT17240,798.6451424,8.452483368,FT33883,pos,FT36880,FT33883,-0.0009565855677742,-3.21372843836898,FT36880,0.2075671560081466,0.702229430739953,posFT36880
79,posFT34962,HexCer,HexCer t41:2,HexCer(d18:1/h23:1). HexCer(d18:2/h23:0),M+H,negFT17782,812.6658364,9.129266357,FT34962,pos,FT37916,FT34962,-0.0062931950010387,-0.791116921117607,FT37916,0.277124195818125,0.7228767241222276,posFT37916
80,posFT35989,HexCer,HexCer d43:1,HexCer(d18:1/25:0),M+H,negFT18401,826.7195166,12.40206706,FT35989,pos,FT38951,FT35989,-0.027922384978865,-0.3506476011552394,FT38951,0.4942613863805702,0.4823430283547903,posFT38951
81,posFT25790,SM,SM d32:0,SM(d32:0),M+H,negFT12322,677.5621449,5.680398814,FT25790,pos,FT28573,FT25790,0.01181772512333,-0.6130634310363002,FT28573,0.3941969067828726,0.3262486968270015,posFT28573
82,posFT31177,SM,SM d38:0,SM(d38:0),M+H,negFT15691,761.6551645,8.353892517,FT31177,pos,FT34180,FT31177,-0.0095635822890312,-1.4344722372282654,FT34180,0.6013738210952273,0.9172284575265174,posFT34180
83,posFT10285,CAR,CAR 18:1,CAR(18:1),M+H,,426.3594432,2.982985687,FT10285,pos,FT12000,FT10285,-0.0059223820176432,2.5529637589279552,FT12000,0.1830235188444405,0.8301285457517382,posFT12000
84,posFT10407,CAR,CAR 18:0,CAR(18:0),M+H,,428.3751057,3.484059525,FT10407,pos,FT12150,FT10407,-0.0143937279890939,0.8590768400975529,FT12150,0.1476912041677432,0.8912411501138028,posFT12150
85,posFT25174,CE,CE 18:1,CE(18:1),M+NH4,,668.6343699,15.56753133,FT25174,pos,FT27986,FT25174,-0.0102717896287121,-1.5178107277459352,FT27986,0.394195108517083,0.9668558928108968,posFT27986
86,posFT25062,CE,CE 18:2,CE(18:2),M+NH4,,666.6196199,15.2756134,FT25062,pos,FT27856,FT25062,-0.0019099034617209,-1.4645794736264242,FT27856,0.1285975854486991,0.970382717301301,posFT27856
87,posFT26775,CE,CE 20:3,CE(20:3),M+NH4,,692.6350227,15.33375041,FT26775,pos,FT29651,FT26775,-0.0001665699073623,-0.7288330586570463,FT29651,0.7147252151470889,0.9500412075750068,posFT29651
88,posFT26656,CE,CE 20:4,CE(20:4),M+NH4,,690.6197604,15.07551778,FT26656,pos,FT29463,FT26656,-0.0021301837338434,-2.6619006593940213,FT29463,0.2587866190403011,0.9129961486542282,posFT29463
89,posFT28398,CE,CE 22:4,CE(22:4),M+NH4,,718.6511254,15.38305511,FT28398,pos,FT31278,FT28398,-0.0010725948634906,-2.3984955128986165,FT31278,0.6311351751719172,0.8835646301240184,posFT31278
90,posFT28199,CE,CE 22:6,CE(22:6),M+NH4,,714.621015,14.85888774,FT28199,pos,FT31058,FT28199,-0.0071495902334408,-1.91994299203841,FT31058,0.9970478966612076,0.9731959843520664,posFT31058
91,posFT36736,PS,PS 40:5,PS(40:5),M+H,,838.5672084,6.979059347,FT36736,pos,FT39821,FT36736,-0.0084702776374019,-3.337005379974752,FT39821,0.5327653445579895,0.9054537742498884,posFT39821
92,posFT36595,PS,PS 40:6,PS(40:6),M+H,,836.5445958,6.879920451,FT36595,pos,FT39658,FT36595,-0.0059743808392775,1.8849951089465176,FT39658,0.3634785528324374,0.516714978942517,posFT39658
93,posFT37288,TG,TG 50:3,,M+NH4,,846.7590908,15.30758514,FT37288,pos,FT40379,FT37288,-0.0101213851045134,-1.6762084790407632,FT40379,-0.008884958065201,0.783182921694109,posFT40379
94,posFT38932,TG,TG 52:4,,M+NH4,,872.7747325,15.31700541,FT38932,pos,FT42041,FT38932,0.0030860145586633,-1.73908127472245,FT42041,0.0528780924318412,0.9469758996810838,posFT42041
95,posFT39062,TG,TG 52:3,,M+NH4,,874.7904979,15.53442281,FT39062,pos,FT42171,FT39062,-0.0021096492763561,-1.7932107296425264,FT42171,0.0197636589901288,0.9810179855194096,posFT42171
96,posFT39171,TG,TG 52:2,,M+NH4,,876.8061659,15.7345693,FT39171,pos,FT42305,FT39171,-0.0048990560504549,-1.9998209221459609,FT42305,-0.01182543491807,0.937019395199905,posFT42305
97,posFT40373,TG,TG 54:6,,M+NH4,,896.7761113,15.24914856,FT40373,pos,FT43672,FT40373,0.0100722183957167,0.7129401494566077,FT43672,0.5478374040178176,0.841093146617138,posFT43672
98,posFT40496,TG,TG 54:5,,M+NH4,,898.7894844,15.44209849,FT40496,pos,FT43824,FT40496,0.0117806412355179,-2.758450162213208,FT43824,0.407217697821606,0.9604161557615816,posFT43824
99,posFT40598,TG,TG 54:4,,M+NH4,,900.8056863,15.56737976,FT40598,pos,FT43960,FT40598,-0.0037586789106853,-2.327902186141688,FT43960,0.0595386400224888,0.9449365594413142,posFT43960
100,posFT41894,TG,TG 56:7,,M+NH4,,922.7912608,15.30675456,FT41894,pos,FT45392,FT41894,0.0088642557429849,-1.1138161724976503,FT45392,0.7595419562688313,0.8948514912095741,posFT45392
101,posFT42144,TG,TG 56:5,,M+NH4,,926.8213536,15.6504893,FT42144,pos,FT45678,FT42144,0.0024877055507541,-2.8546175616461587,FT45678,0.474043525445014,0.8837045761419756,posFT45678
102,posFT42258,TG,TG 56:4,,M+NH4,,928.8374635,15.80293681,FT42258,pos,FT45833,FT42258,-0.0347439779258937,-2.039207717029172,FT45833,0.2614553721092341,0.6251338660733788,posFT45833
103,posFT43153,TG,TG 58:10,,M+NH4,,944.7758564,15.0011912,FT43153,pos,FT46711,FT43153,0.0042940461586926,-0.8658855739450356,FT46711,0.6052115566592507,0.8822792071765632,posFT46711
104,posFT43257,TG,TG 58:9,,M+NH4,,946.7911882,15.16371053,FT43257,pos,FT46827,FT43257,0.0194441796982935,-1.5078064869659746,FT46827,0.5349560778501709,0.8456668746017081,posFT46827
105,posFT43360,TG,TG 58:8,,M+NH4,,948.8068171,15.37698059,FT43360,pos,FT46947,FT43360,0.0143336753227298,-1.2542954539059268,FT46947,0.5724040346907663,0.8975142435970979,posFT46947
106,posFT43471,TG,TG 58:7,,M+NH4,,950.8220807,15.53425802,FT43471,pos,FT47084,FT43471,0.0049960601946743,-2.3305187844023463,FT47084,0.4796916834022866,0.8193245100935996,posFT47084
107,posFT43581,TG,TG 58:6,,M+NH4,,952.8379213,15.66762492,FT43581,pos,FT47211,FT43581,0.0619919265503643,-1.8715353835620572,FT47211,0.3554103281531786,0.6961303016282963,posFT47211
108,posFT44400,TG,TG 60:12,,M+NH4,,968.7761934,14.8562851,FT44400,pos,FT48081,FT44400,0.0040890529888102,-0.4474591562259926,FT48081,0.9644275614151846,0.7118305667422262,posFT48081
109,posFT44509,TG,TG 60:11,,M+NH4,,970.7913777,15.0469696,FT44509,pos,FT48192,FT44509,0.0083398246179591,-1.0423823041828792,FT48192,0.5129095593298238,0.7507223191724308,posFT48192
110,posFT44613,TG,TG 60:10,,M+NH4,,972.8066889,15.27478129,FT44613,pos,FT48303,FT44613,0.010347268438414,-1.1355763289836287,FT48303,0.502128956365626,0.9131225564808908,posFT48303
111,posFT09286,Cholesterol,Cholesterol,,M+NH4,,404.3901104,5.471618144,FT09286,pos,FT10663,FT09286,0.0080717142402582,2.5475814299295325,FT10663,0.4556428785577577,0.9446762788479088,posFT10663
0,negFT07035,LPC,LPC 16:0,LPC(16:0),M-H+FA,posFT14275,540.3308194,2.478525416,FT07035,neg,FT07760,FT07035,0.0038099256694557,2.067302012515428,FT07760,0.5468490379650128,0.8133756015054178,negFT07760
1,negFT07036,LPC,LPC 16:0,LPC(16:0),M-H+FA,posFT14274,540.3307819,2.666802979,FT07036,neg,FT07761,FT07036,-0.0048837619583506,2.012457553411388,FT07761,0.4497581612381641,0.6523996169590193,negFT07761
2,negFT07491,LPC,LPC 18:2,LPC(18:2),M-H+FA,,564.3308981,2.399523544,FT07491,neg,FT08376,FT07491,-0.002464720497763,1.972463590485718,FT08376,0.5414237718379242,0.7359369996463713,negFT08376
3,negFT07490,LPC,LPC 18:2,LPC(18:2),M-H+FA,posFT15568,564.3309327,2.241092936,FT07490,neg,FT08377,FT07490,-0.0024710930078497,1.8437537800089796,FT08377,0.6834044294929178,0.7200768873343913,negFT08377
4,negFT07537,LPC,LPC 18:1,LPC(18:1),M-H+FA,posFT15682,566.3465158,2.742093658,FT07537,neg,FT08450,FT07537,0.0026075493353889,1.812979368391876,FT08450,0.3092934342288172,0.7322896768756609,negFT08450
5,negFT07589,LPC,LPC 18:0,LPC(18:0),M-H+FA,posFT15793,568.3622076,3.410633977,FT07589,neg,FT08519,FT07589,-0.0095520159839912,1.830520130841512,FT08519,0.5120992654619198,0.6671986220093977,negFT08519
